img_pair,is_related,vgg_cosine,vgg_euclidean,vgg_euclidean_l2,facenet_cosine,facenet_euclidean,facenet_euclidean_l2,openface_cosine,openface_euclidean,openface_euclidean_l2,p1_age,p2_age,p1_dominant_age,p2_dominant_age,p1_gender,p2_gender,p1_dominant_emotion,p2_dominant_emotion,p1_angry,p2_angry,p1_disgust,p2_disgust,p1_fear,p2_fear,p1_happy,p2_happy,p1_sad,p2_sad,p1_surprise,p2_surprise,p1_neutral,p2_neutral
face05508.jpg-face01210.jpg,0,0.7261554896831512,1.0259878635406494,1.2051185369491577,1.1236889958381653,18.803661346435547,1.4991258382797241,0.6650172770023346,1.1532713174819946,1.1532713174819946,27.0,27.0,27,28,0,1,3,3,7.96805488789687e-06,5.43139882028254e-12,9.001411171993823e-09,1.8807065208431783e-24,3.73555812984705e-05,5.161272014182809e-19,0.9987630844116211,0.99977046251297,0.0008743013022467494,3.716814616500086e-12,1.0054522135760635e-05,5.503835234788035e-12,0.0003072178515139967,0.0002295675512868911
face05750.jpg-face00898.jpg,0,0.5403957962989807,0.7001128792762756,1.0396112203598022,0.8603066056966782,15.906591415405273,1.3117214441299438,0.9937705281190574,1.409801721572876,1.4098018407821655,29.0,25.0,29,23,1,1,3,3,2.8851856667677644e-11,9.833301707617981e-14,2.8987495149202944e-26,3.4347814065445216e-34,8.226173052677564e-18,1.721013370914047e-19,0.9999997615814209,1.0,6.462022028586034e-10,7.048278820545169e-19,2.897610797136796e-11,2.2964669174532076e-14,2.2195006010861107e-07,2.0395858335575667e-09
face05820.jpg-face03938.jpg,0,0.5699261426925659,0.7605919241905212,1.067638635635376,0.9295636788010597,15.95063591003418,1.3634982109069824,1.0344402268528938,1.438360333442688,1.438360333442688,31.0,27.0,31,25,1,1,3,3,3.3262935176026076e-05,2.0688134100055322e-05,7.097860060117922e-12,1.6797953306113556e-10,1.3810775953970733e-06,3.987161562690744e-06,0.9973034858703613,0.9992967844009399,0.002543788170441985,0.00023607659386470914,1.990390907646855e-10,5.790808472738718e-07,0.00011804592213593423,0.00044183831778354943
face02104.jpg-face01172.jpg,0,0.23000037670135498,0.6819301843643188,0.6782334446907043,0.8494639545679092,15.157910346984863,1.303429126739502,0.6329935193061829,1.125160813331604,1.1251609325408936,27.0,27.0,26,27,1,1,3,3,1.107841671910137e-05,6.762105897450965e-08,6.876147984336001e-10,1.0487190976737892e-10,4.715993284776232e-08,5.04670970258303e-06,0.9983641505241394,0.9621763825416565,0.00020244219922460616,0.00016842361947055906,2.752264549599204e-07,2.917722952133772e-07,0.0014220535522326827,0.03764971345663071
face02428.jpg-face05611.jpg,0,0.49336618185043335,0.6506797671318054,0.9933440089225769,0.6813686192035675,13.33775520324707,1.1673632860183716,0.6012512743473053,1.09658682346344,1.09658682346344,38.0,28.0,38,29,1,1,6,3,0.3918685019016266,3.0679028761859684e-10,4.725230189767116e-12,1.5168126035926136e-16,1.889941714239285e-08,1.6819436468584748e-11,0.0006485203048214316,0.9999933242797852,0.003747094189748168,8.582061639117455e-08,5.1934008205023474e-09,2.0333087644153203e-11,0.6037358641624451,6.592613772227196e-06
face01219.jpg-face00274.jpg,0,0.6791333258152008,0.7172855734825134,1.1654469966888428,1.0471469573676586,14.332161903381348,1.4471676349639893,1.2864232957363129,1.6040095090866089,1.6040096282958984,54.0,45.0,52,44,0,1,3,3,1.9103412341792136e-05,0.05566561594605446,6.308709288305181e-08,0.0009309976012445986,0.03134946897625923,0.03706244379281998,0.9413187503814697,0.48335233330726624,0.026987485587596893,0.379319965839386,1.440011203612812e-07,9.33768242248334e-05,0.0003250633890274912,0.04357525333762169
face04262.jpg-face00555.jpg,0,0.5791967809200287,1.0136405229568481,1.0762869119644165,0.7904352992773056,13.89727783203125,1.2573267221450806,0.5261034071445465,1.0257713794708252,1.0257713794708252,42.0,25.0,44,23,1,1,3,3,1.9564235117286444e-05,2.3187865849649825e-08,3.199720691905711e-16,6.7315424718070295e-18,5.429116711752613e-09,0.00043025819468311965,0.9999094009399414,0.9995641112327576,1.924050252455345e-07,3.7289346721536276e-08,3.455760122506035e-08,2.7454752853373066e-06,7.078777707647532e-05,2.800997435770114e-06
face03697.jpg-face01892.jpg,0,0.36310410499572754,0.42111948132514954,0.8521784543991089,0.3773995637893677,6.065980911254883,0.8687917590141296,0.5366919040679932,1.036042332649231,1.036042332649231,26.0,26.0,26,25,1,1,3,3,0.00048583149327896535,5.8859532146016136e-05,6.048272993552928e-10,2.08346825902872e-10,2.472771143402497e-07,0.012278060428798199,0.9958847165107727,0.9861838221549988,1.5598310710629448e-05,0.0002747850667219609,3.884348188876174e-06,1.4597313793274225e-06,0.0036098025739192963,0.0012028777273371816
face03524.jpg-face00319.jpg,0,0.5114858448505402,0.8387434482574463,1.011420726776123,0.7685775458812714,14.231260299682617,1.2398205995559692,0.642892062664032,1.1339242458343506,1.1339242458343506,23.0,28.0,22,25,1,1,3,6,0.005919996183365583,0.07002706825733185,1.9202639123250265e-06,1.744927402569374e-08,0.004403029102832079,0.017695443704724312,0.9613282680511475,0.00015632988652214408,0.006194448098540306,0.057232409715652466,0.0009981957264244556,3.067435372372529e-08,0.021154223009943962,0.8548887968063354
face03410.jpg-face05368.jpg,0,0.6330191195011139,0.8095423579216003,1.1251835823059082,1.1048953980207443,17.82658576965332,1.4865365028381348,0.7029227912425995,1.1856836080551147,1.1856836080551147,28.0,38.0,29,37,0,0,3,3,4.961761253599595e-13,8.882669448075087e-13,1.7927514072503724e-28,1.375062140313877e-18,4.708158565874114e-21,2.4432142073371743e-11,0.9999721050262451,0.9999961853027344,4.867789292378505e-16,3.5637290807244426e-07,3.809580255420553e-12,2.082760526544991e-11,2.7857340683112852e-05,3.503264451865107e-06
